Sensor,Pass Average,Fail Average,Difference
sensor_351,0.02311797676008202,0.023369230769230767,0.0002512540091487471
sensor_109,-0.010806561859193438,-0.010559615384615388,0.0002469464745780501
sensor_144,0.004182706766917293,0.003959615384615384,0.0002230913823019088
sensor_309,0.21842949419002053,0.21820961538461542,0.0002198788054051104
sensor_293,0.01132084757347915,0.011113461538461536,0.00020738603501761418
sensor_587,0.02144408749145591,0.021650961538461536,0.00020687404700562434
sensor_120,0.9707637047163363,0.9709653846153846,0.00020167989904829042
sensor_085,0.13311838687628164,0.13294807692307692,0.00017030995320471698
sensor_581,0.004963226247436774,0.005132692307692309,0.000169466060255535
sensor_239,0.004780177717019822,0.004945192307692307,0.00016501459067248467
sensor_132,0.9977972317156528,0.9979596153846154,0.0001623836689625957
sensor_240,0.004584552289815447,0.004435576923076923,0.00014897536673852407
sensor_105,-5.809979494190019e-06,-0.00013846153846153847,0.00013265155896734844
sensor_367,0.0048051948051948045,0.004927884615384615,0.00012268981018981068
sensor_086,0.11344736842105266,0.11332740384615388,0.00011996457489878154
sensor_392,0.010936773752563226,0.011051923076923077,0.00011514932435985163
sensor_133,2.318505878332194,2.3186173076923073,0.00011142936011321325
sensor_093,0.0005138755980861245,0.00040673076923077023,0.00010714482885535424
sensor_101,-2.7341079972658915e-05,6.538461538461539e-05,9.27256953572743e-05
sensor_220,0.003246616541353384,0.0033288461538461545,8.222961249277055e-05
sensor_585,0.0038410116199589883,0.003922115384615385,8.11037646563967e-05
sensor_369,0.00316514012303486,0.003241346153846154,7.620603081129416e-05
sensor_221,0.008992276144907723,0.008926442307692305,6.583383721541804e-05
sensor_378,0.001574982911825017,0.0015096153846153846,6.536752720963227e-05
sensor_114,0.94541989063568,0.9454846153846154,6.472474893537417e-05
sensor_279,0.0011205741626794258,0.0010721153846153845,4.8458778064041285e-05
sensor_377,0.001597881066302119,0.0016423076923076925,4.442662600557352e-05
sensor_368,0.0037731373889268623,0.0037423076923076923,3.0829696619169913e-05
sensor_358,0.0009961722488038278,0.001025,2.8827751196172256e-05
sensor_545,0.0025075871496924125,0.002533653846153846,2.60666964614336e-05
sensor_096,5.809979494190021e-05,8.365384615384616e-05,2.5554051211945952e-05
sensor_102,-5.741626794258376e-06,-2.7884615384615386e-05,2.214298859035701e-05
sensor_110,0.9806475734791524,0.980639423076923,8.15040222945651e-06
sensor_106,-0.0004970608339029391,-0.0004923076923076934,4.753141595245755e-06
sensor_359,0.0024064251537935745,0.0024028846153846153,3.5405384089591367e-06
sensor_095,-2.891319207108681e-05,-3.076923076923078e-05,1.8560386981439703e-06
sensor_292,0.01992617908407382,0.019926923076923078,7.439928492586345e-07
